date,AB,BC,CV,HD,POW,SB,CTM
2015-10-22,203,249,156,128,36,138,135
2015-10-23,178,313,139,143,51,142,145
2015-10-24,181,298,157,145,44,132,169
2015-10-25,169,288,147,139,48,127,160
2015-10-26,193,282,134,110,55,131,132
2015-10-27,183,271,139,142,45,139,136
2015-10-28,180,270,166,132,43,134,141
2015-10-29,197,284,150,134,41,157,125
2015-10-30,172,304,140,131,39,127,157
2015-10-31,182,280,165,134,31,138,120
2015-11-01,187,325,173,135,45,131,156
2015-11-02,192,308,134,154,54,141,133
2015-11-03,187,261,136,102,45,147,144
2015-11-04,186,274,136,141,38,132,147
2015-11-05,179,276,149,137,44,151,128
2015-11-06,210,267,155,147,54,169,152
2015-11-07,183,275,130,139,38,128,145
2015-11-08,199,296,156,137,55,134,150
2015-11-09,203,290,144,132,45,123,148
2015-11-10,173,246,153,149,41,156,133
2015-11-11,189,265,140,135,53,126,126
2015-11-12,191,258,141,124,43,141,120
2015-11-13,200,266,121,128,34,134,134
2015-11-14,199,273,157,113,46,140,148
2015-11-15,188,271,145,120,41,115,139
2015-11-16,206,278,150,157,57,143,154
2015-11-17,201,275,160,130,40,144,154
2015-11-18,192,279,150,156,38,132,151
2015-11-19,197,261,142,123,33,133,148
2015-11-20,189,269,148,149,37,163,146
2015-11-21,179,295,165,142,35,137,122
2015-11-22,205,279,170,114,39,157,131
2015-11-23,218,277,153,128,38,129,141
2015-11-24,188,244,145,104,45,126,149
2015-11-25,211,263,166,117,44,135,125
2015-11-26,190,261,184,144,51,144,147
2015-11-27,206,259,135,134,43,130,148
2015-11-28,184,258,127,131,41,153,136
2015-11-29,174,295,153,105,37,146,149
2015-11-30,212,291,152,143,54,163,144
2015-12-01,199,279,145,135,57,154,162
2015-12-02,201,266,157,140,39,156,159
2015-12-03,188,242,164,144,47,157,133
2015-12-04,185,295,152,114,41,152,163
2015-12-05,188,264,140,126,41,147,156
2015-12-06,191,294,160,146,47,147,154
2015-12-07,202,290,154,135,47,146,145
2015-12-08,198,307,146,127,39,148,149
2015-12-09,186,277,127,142,43,136,141
2015-12-10,209,285,140,110,66,145,130
2015-12-11,199,257,145,126,33,164,163
2015-12-12,178,256,134,146,49,151,158
2015-12-13,193,251,155,125,38,137,130
2015-12-14,211,277,150,130,55,143,165
2015-12-15,188,254,123,145,52,127,156
2015-12-16,184,279,158,139,40,144,143
2015-12-17,181,273,149,116,34,139,152
2015-12-18,228,257,142,114,57,144,148
2015-12-19,197,266,174,144,66,167,148
2015-12-20,190,291,161,143,59,143,162
2015-12-21,174,266,169,145,49,154,184
2015-12-22,203,274,178,116,41,147,180
2015-12-23,182,282,137,147,48,133,148
2015-12-24,188,284,147,129,41,148,137
2015-12-25,181,296,139,126,27,116,130
2015-12-26,204,298,155,132,57,139,158
2015-12-27,218,315,139,151,50,146,182
2015-12-28,207,312,155,135,43,143,141
2015-12-29,203,269,153,139,51,143,165
2015-12-30,188,263,124,135,49,131,150
2015-12-31,215,260,171,129,43,158,168
2016-01-01,184,263,138,121,40,129,144
2016-01-02,216,285,138,126,39,127,151
2016-01-03,213,298,131,116,61,135,148
2016-01-04,199,295,145,141,62,137,146
2016-01-05,204,254,139,142,43,128,139
2016-01-06,201,277,140,146,40,132,136
2016-01-07,189,243,145,132,43,148,152
2016-01-08,211,267,161,130,45,139,152
2016-01-09,199,233,160,128,33,128,149
2016-01-10,184,284,141,127,36,142,149
2016-01-11,179,307,150,137,41,159,153
2016-01-12,185,261,142,143,43,123,147
2016-01-13,199,279,152,135,55,125,156
2016-01-14,203,286,134,149,43,118,146
2016-01-15,187,279,149,168,32,150,159
2016-01-16,197,262,159,140,36,132,146
2016-01-17,165,260,134,121,39,129,146
2016-01-18,207,289,138,135,47,134,165
2016-01-19,198,283,135,128,44,137,131
2016-01-20,188,262,127,125,37,122,127
2016-01-21,191,280,139,148,42,141,161
2016-01-22,204,285,125,137,54,133,167
2016-01-23,164,300,157,124,60,134,135
2016-01-24,198,291,145,131,49,139,160
2016-01-25,196,290,134,152,57,147,162
2016-01-26,198,298,115,122,51,158,158
2016-01-27,192,273,153,172,47,125,141
2016-01-28,211,277,136,126,36,151,157
2016-01-29,182,270,147,121,58,129,173
2016-01-30,180,286,168,150,43,127,158
2016-01-31,189,267,144,134,46,138,139
2016-02-01,192,280,154,141,48,139,140
2016-02-02,179,279,130,152,51,145,144
2016-02-03,203,253,139,160,50,137,146
2016-02-04,182,263,154,137,43,148,134
2016-02-05,190,278,137,147,57,146,154
2016-02-06,186,261,157,119,40,139,162
2016-02-07,177,264,143,139,45,137,150
2016-02-08,178,281,141,120,36,134,178
2016-02-09,198,292,133,140,56,143,143
2016-02-10,190,259,151,129,52,153,145
2016-02-11,189,281,142,123,44,126,145
2016-02-12,203,268,142,172,48,142,135
2016-02-13,177,286,143,137,53,138,141
2016-02-14,169,275,146,146,32,129,146
2016-02-15,181,271,130,132,45,132,146
2016-02-16,182,257,136,113,35,129,141
2016-02-17,176,266,126,149,33,121,154
2016-02-18,202,255,146,143,58,130,132
2016-02-19,184,274,134,133,35,152,155
2016-02-20,225,302,134,117,40,151,143
2016-02-21,205,272,153,158,48,140,121
2016-02-22,186,264,135,146,50,138,150
2016-02-23,198,251,137,133,41,133,138
2016-02-24,189,263,145,126,48,146,147
2016-02-25,176,245,145,133,38,128,160
2016-02-26,184,298,130,144,46,135,147
2016-02-27,210,299,115,145,37,140,157
2016-02-28,189,309,124,158,55,113,155
2016-02-29,201,297,138,146,50,142,138
2016-03-01,177,246,113,154,55,112,141
2016-03-02,170,273,115,121,41,132,126
2016-03-03,211,222,133,123,40,148,135
2016-03-04,173,262,123,106,51,150,135
2016-03-05,185,249,157,122,44,124,154
2016-03-06,185,253,112,124,26,166,127
2016-03-07,198,268,113,153,39,132,142
2016-03-08,188,279,149,113,45,137,138
2016-03-09,195,256,107,127,37,124,134
2016-03-10,176,238,140,123,41,113,133
2016-03-11,178,256,127,117,44,134,132
2016-03-12,194,257,159,144,33,142,133
2016-03-13,237,285,170,144,44,129,154
2016-03-14,176,289,120,102,48,117,134
2016-03-15,192,262,150,111,39,137,144
2016-03-16,111,255,93,116,39,115,95
2016-03-17,173,264,135,105,44,135,155
2016-03-18,170,281,131,72,20,85,151
2016-03-19,195,239,129,118,38,122,149
2016-03-20,203,267,128,142,29,153,163
2016-03-21,189,282,111,133,41,140,135
2016-03-22,193,281,121,132,46,128,122
2016-03-23,200,235,112,113,54,133,128
2016-03-24,194,259,127,124,29,120,150
2016-03-25,206,265,138,153,38,149,160
2016-03-26,224,278,148,134,45,109,157
2016-03-27,181,301,133,129,28,124,144
2016-03-28,221,317,167,159,43,134,157
2016-03-29,181,264,122,138,39,144,144
2016-03-30,182,235,110,115,35,98,129
2016-03-31,205,249,163,104,55,124,150
2016-04-01,194,250,145,148,43,120,140
2016-04-02,217,251,139,116,29,120,145
2016-04-03,211,277,135,133,43,128,142
2016-04-04,201,284,137,135,51,143,139
2016-04-05,174,250,137,122,49,123,123
2016-04-06,168,261,131,105,41,132,140
2016-04-07,166,226,94,122,33,90,123
2016-04-08,174,255,121,96,38,131,155
2016-04-09,174,261,126,148,41,107,118
2016-04-10,182,244,129,118,32,117,139
2016-04-11,193,232,120,101,29,143,145
2016-04-12,187,271,117,116,44,124,153
2016-04-13,200,265,139,124,39,117,123
2016-04-14,184,253,128,110,24,122,144
2016-04-15,163,259,127,118,43,127,120
2016-04-16,205,233,132,120,41,120,128
2016-04-17,212,279,128,160,48,107,139
2016-04-18,168,234,129,115,44,105,131
2016-04-19,151,244,116,115,43,127,146
2016-04-20,166,246,123,116,43,150,121
2016-04-21,166,237,126,89,39,151,127
2016-04-22,151,231,112,113,41,123,123
2016-04-23,154,270,126,155,56,107,133
2016-04-24,154,242,127,115,34,139,134
2016-04-25,200,266,111,127,34,104,113
2016-04-26,157,205,121,106,31,101,126
2016-04-27,165,249,131,121,45,116,118
2016-04-28,182,266,121,98,38,109,124
2016-04-29,183,245,127,138,35,128,135
2016-04-30,188,270,144,140,38,96,149
2016-05-01,205,284,148,145,35,117,137
2016-05-02,160,272,160,121,37,122,116
2016-05-03,206,237,135,109,50,109,127
2016-05-04,163,240,131,111,34,126,143
2016-05-05,195,253,160,118,45,110,126
2016-05-06,185,259,110,128,43,126,166
2016-05-07,179,292,133,144,29,123,156
2016-05-08,182,267,145,134,48,139,148
2016-05-09,195,268,142,140,45,106,145
2016-05-10,207,266,143,127,28,126,145
2016-05-11,189,256,133,117,41,124,129
2016-05-12,181,282,142,129,35,137,143
2016-05-13,181,245,135,124,39,131,144
2016-05-14,162,277,148,135,38,134,153
2016-05-15,223,265,146,127,35,102,132
2016-05-16,193,239,140,104,37,126,149
2016-05-17,160,256,139,122,45,129,134
2016-05-18,189,240,132,113,17,110,118
2016-05-19,176,237,123,135,34,128,116
2016-05-20,188,288,118,132,37,133,142
2016-05-21,182,267,129,127,34,116,139
2016-05-22,174,268,131,124,43,106,118
2016-05-23,163,248,105,124,43,117,102
2016-05-24,151,251,135,106,28,121,124
2016-05-25,200,207,148,140,50,85,145
2016-05-26,172,256,109,133,45,134,132
2016-05-27,132,238,149,135,32,118,118
2016-05-28,212,279,142,144,50,144,148
2016-05-29,177,295,131,120,51,123,166
2016-05-30,211,283,144,151,55,137,167
2016-05-31,201,284,137,146,44,129,128
2016-06-01,104,177,85,60,11,51,65
2016-06-02,115,196,100,32,6,35,88
2016-06-03,153,237,122,61,6,39,99
2016-06-04,181,245,149,116,40,117,139
2016-06-05,200,288,139,128,51,139,139
2016-06-06,198,276,135,124,40,145,156
2016-06-07,192,271,121,104,40,115,143
2016-06-08,195,239,133,134,37,127,102
2016-06-09,184,240,138,93,37,121,129
2016-06-10,196,256,115,101,37,116,121
2016-06-11,183,257,137,110,49,120,150
2016-06-12,196,249,126,122,51,123,159
2016-06-13,195,277,134,124,39,124,107
2016-06-14,184,222,126,101,33,105,121
2016-06-15,190,212,106,118,39,124,126
2016-06-16,173,222,124,117,39,124,117
2016-06-17,187,266,131,118,55,117,122
2016-06-18,176,246,131,112,41,123,121
2016-06-19,178,255,131,134,38,101,132
2016-06-20,177,292,138,135,31,148,148
2016-06-21,171,261,131,122,34,106,153
2016-06-22,171,249,134,129,37,123,113
2016-06-23,185,287,127,140,41,139,131
2016-06-24,167,242,117,107,43,126,149
2016-06-25,157,298,144,139,35,113,105
2016-06-26,188,261,132,138,39,135,161
2016-06-27,209,256,143,127,38,135,126
2016-06-28,192,234,113,122,31,126,117
2016-06-29,138,237,72,98,23,122,115
2016-06-30,173,289,140,100,29,110,127
2016-07-01,177,217,135,127,38,122,128
2016-07-02,199,262,143,116,57,123,122
2016-07-03,185,294,138,133,34,116,135
2016-07-04,190,267,142,126,35,131,139
2016-07-05,195,257,115,122,28,111,145
2016-07-06,171,267,124,117,33,93,128
2016-07-07,204,282,126,117,29,112,127
2016-07-08,176,265,139,124,46,151,124
2016-07-09,163,259,127,129,46,113,142
2016-07-10,187,276,142,148,43,101,120
2016-07-11,199,270,132,129,49,138,129
2016-07-12,179,229,146,112,46,118,131
2016-07-13,172,246,126,132,40,126,112
2016-07-14,189,246,132,137,41,110,131
2016-07-15,176,246,109,153,33,120,110
2016-07-16,190,273,142,140,48,102,133
2016-07-17,196,293,156,133,27,122,148
2016-07-18,199,266,149,143,51,137,156
2016-07-19,205,339,150,142,41,133,144
2016-07-20,181,270,144,128,37,123,129
2016-07-21,205,238,117,135,41,126,122
2016-07-22,192,244,142,129,46,143,135
2016-07-23,159,264,124,150,50,138,143
2016-07-24,196,282,153,135,40,116,123
2016-07-25,179,255,115,112,54,137,115
2016-07-26,156,243,155,111,31,117,121
2016-07-27,159,243,120,123,35,131,99
2016-07-28,199,270,134,123,38,115,98
2016-07-29,194,248,117,122,40,137,137
2016-07-30,178,224,151,145,46,128,144
2016-07-31,196,253,121,121,40,144,134
2016-08-01,159,255,116,131,41,116,124
2016-08-02,181,256,131,138,56,111,124
2016-08-03,163,256,143,121,38,126,128
2016-08-04,194,272,100,110,38,121,118
2016-08-05,177,256,126,144,45,132,143
2016-08-06,171,260,140,139,33,143,154
2016-08-07,178,304,145,129,46,121,154
2016-08-08,178,268,95,140,41,120,139
2016-08-09,173,235,107,115,32,120,116
2016-08-10,171,251,109,123,46,111,137
2016-08-11,179,265,126,135,48,120,112
2016-08-12,165,278,111,127,48,116,127
2016-08-13,165,261,115,165,41,109,127
2016-08-14,189,234,134,126,38,112,128
2016-08-15,207,284,120,128,44,131,140
2016-08-16,173,266,107,134,46,133,134
2016-08-17,173,287,134,124,37,129,122
2016-08-18,165,259,138,133,40,122,135
2016-08-19,172,248,123,110,46,129,145
2016-08-20,163,264,133,104,26,107,127
2016-08-21,172,257,122,135,35,121,117
2016-08-22,192,276,149,137,37,116,137
2016-08-23,171,282,129,110,40,149,122
2016-08-24,189,265,112,129,29,88,111
2016-08-25,181,233,115,117,48,135,139
2016-08-26,159,249,111,124,41,104,115
2016-08-27,178,262,116,133,39,132,129
2016-08-28,166,278,118,148,57,121,148
2016-08-29,184,251,151,138,38,112,144
2016-08-30,178,264,134,120,46,127,138
2016-08-31,165,243,132,151,29,115,109
2016-09-01,166,246,124,171,31,107,106
2016-09-02,156,278,115,131,29,109,127
2016-09-03,155,248,135,121,29,122,132
2016-09-04,192,288,117,126,38,116,122
2016-09-05,204,265,117,131,46,120,112
2016-09-06,176,259,124,131,48,132,140
2016-09-07,182,288,113,132,51,129,126
2016-09-08,161,253,117,121,40,127,102
2016-09-09,190,243,117,145,38,120,123
2016-09-10,170,284,116,111,27,118,149
2016-09-11,194,283,138,143,43,109,145
2016-09-12,205,251,150,133,51,121,123
2016-09-13,177,253,139,129,39,110,128
2016-09-14,183,294,132,110,35,145,138
2016-09-15,203,281,118,112,40,163,153
2016-09-16,181,228,134,150,28,110,107
2016-09-17,205,271,139,111,51,118,122
2016-09-18,156,261,143,120,23,104,140
2016-09-19,170,226,155,123,40,122,133
2016-09-20,182,245,132,95,31,113,128
2016-09-21,149,292,120,123,40,140,138
2016-09-22,166,285,138,111,29,127,128
2016-09-23,181,251,128,134,44,137,110
2016-09-24,165,257,148,126,46,146,132
2016-09-25,146,266,117,145,39,105,137
2016-09-26,192,267,127,124,35,116,144
2016-09-27,193,260,146,100,29,126,111
2016-09-28,160,254,132,106,35,106,127
2016-09-29,173,267,134,137,43,135,138
2016-09-30,168,248,137,120,49,120,140
2016-10-01,182,256,122,128,44,160,143
2016-10-02,183,276,143,168,45,126,128
2016-10-03,168,279,126,132,27,146,146
2016-10-04,161,264,128,117,34,128,127
2016-10-05,179,264,115,98,41,111,131
2016-10-06,161,259,126,126,44,107,106
2016-10-07,143,267,134,117,33,121,151
2016-10-08,163,276,146,145,45,127,167
2016-10-09,196,255,143,142,46,137,145
2016-10-10,173,255,153,122,38,127,144
2016-10-11,172,250,156,122,27,133,138
2016-10-12,156,272,102,121,31,138,112
2016-10-13,182,278,137,118,46,121,113
2016-10-14,200,257,128,132,51,113,116
2016-10-15,185,249,132,137,41,113,115
2016-10-16,192,259,135,123,45,143,172
2016-10-17,184,256,140,159,54,156,159
2016-10-18,156,214,134,145,33,115,128
2016-10-19,165,259,133,109,38,127,129
2016-10-20,148,248,145,102,34,129,128
2016-10-21,178,245,155,142,37,107,151
2016-10-22,196,257,145,142,43,139,173
2016-10-23,199,290,138,129,31,123,145
2016-10-24,170,273,126,110,67,146,140
2016-10-25,170,245,126,137,57,144,138
2016-10-26,166,266,132,128,29,122,156
2016-10-27,184,245,129,132,38,140,146
2016-10-28,171,253,145,117,41,127,142
2016-10-29,188,244,129,151,49,127,132
2016-10-30,199,250,155,142,37,139,163
2016-10-31,190,260,146,109,35,133,143
2016-11-01,149,259,106,132,32,106,127
2016-11-02,160,232,127,121,31,100,115
2016-11-03,185,207,143,105,38,129,126
2016-11-04,170,270,107,122,46,135,149
2016-11-05,173,226,135,142,40,132,124
2016-11-06,167,237,132,109,31,113,129
2016-11-07,192,260,132,116,51,129,146
2016-11-08,174,240,121,132,40,111,137
2016-11-09,159,245,154,129,49,120,139
2016-11-10,177,282,146,118,40,128,140
2016-11-11,166,270,135,126,44,145,151
2016-11-12,171,248,143,124,45,116,154
2016-11-13,188,238,153,115,41,146,167
2016-11-14,187,283,150,124,31,134,163
2016-11-15,163,237,140,115,34,133,112
2016-11-16,138,237,123,139,28,106,102
2016-11-17,181,196,134,112,31,124,117
2016-11-18,189,256,138,128,40,132,142
2016-11-19,207,256,149,137,40,128,143
2016-11-20,209,279,140,132,27,118,135
2016-11-21,203,282,143,148,39,126,173
2016-11-22,166,240,112,110,37,104,118
2016-11-23,232,289,162,134,38,129,131
2016-11-24,174,292,133,137,37,132,143
2016-11-25,184,229,162,139,40,145,121
2016-11-26,196,266,172,117,43,132,127
2016-11-27,195,288,144,133,49,121,163
2016-11-28,183,268,135,133,38,124,135
2016-11-29,178,234,123,116,28,134,128
2016-11-30,184,235,134,116,31,127,142
2016-12-01,179,260,135,121,37,139,117
2016-12-02,190,237,148,118,54,128,144
2016-12-03,184,251,142,143,44,129,160
2016-12-04,189,293,157,133,34,145,126
2016-12-05,190,276,137,156,52,139,163
2016-12-06,178,282,139,153,40,145,143
2016-12-07,151,229,148,131,52,135,159
2016-12-08,185,288,144,150,38,132,139
2016-12-09,189,253,153,133,33,140,145
2016-12-10,161,257,126,150,43,134,149
2016-12-11,192,284,138,123,37,122,138
2016-12-12,215,265,134,153,38,142,145
2016-12-13,179,273,115,115,46,133,156
2016-12-14,157,228,128,96,38,126,139
2016-12-15,188,242,148,120,29,120,138
2016-12-16,173,242,137,115,46,131,149
2016-12-17,188,244,150,121,34,122,140
2016-12-18,194,309,129,126,45,138,126
2016-12-19,190,243,138,129,39,155,145
2016-12-20,201,222,145,123,39,115,135
2016-12-21,167,279,135,117,62,134,137
2016-12-22,176,270,134,107,51,127,132
2016-12-23,205,267,144,116,46,144,157
2016-12-24,207,266,167,148,45,150,132
2016-12-25,206,279,150,132,45,148,176
2016-12-26,198,303,154,142,44,124,161
2016-12-27,231,309,162,140,46,144,166
2016-12-28,207,301,124,134,45,124,157
2016-12-29,179,276,122,115,45,151,145
2016-12-30,240,283,122,131,62,146,139
2016-12-31,217,290,150,131,49,134,124
2017-01-01,221,345,200,172,44,154,205
2017-01-02,209,294,150,134,41,102,151
2017-01-03,189,299,116,133,60,138,135
2017-01-04,183,224,124,99,44,118,143
2017-01-05,193,253,146,135,59,133,145
2017-01-06,185,257,131,143,38,126,126
2017-01-07,201,276,129,144,37,99,159
2017-01-08,189,282,124,144,41,117,151
2017-01-09,187,279,133,137,45,137,139
2017-01-10,172,226,124,122,39,99,129
2017-01-11,184,279,129,134,40,121,142
2017-01-12,189,228,135,122,31,127,128
2017-01-13,162,218,124,127,37,116,156
2017-01-14,179,268,139,115,34,124,133
2017-01-15,201,271,117,118,37,94,149
2017-01-16,166,249,105,132,32,122,144
2017-01-17,177,246,123,112,40,117,144
2017-01-18,179,287,135,99,29,99,133
2017-01-19,190,237,143,124,49,115,138
2017-01-20,188,226,131,138,41,127,144
2017-01-21,177,238,143,140,39,122,133
2017-01-22,192,250,160,155,31,104,149
2017-01-23,184,255,159,98,32,126,129
2017-01-24,174,216,142,127,54,101,132
2017-01-25,157,254,144,131,51,131,149
2017-01-26,174,268,137,118,44,151,146
2017-01-27,211,255,120,128,35,133,142
2017-01-28,199,237,142,139,31,124,155
2017-01-29,187,282,165,126,35,127,161
2017-01-30,193,259,138,131,33,134,127
2017-01-31,190,287,145,132,39,112,153
2017-02-01,182,266,157,122,39,127,146
2017-02-02,204,249,135,120,54,143,143
2017-02-03,173,277,138,111,56,132,154
2017-02-04,196,270,129,165,39,131,124
2017-02-05,207,260,122,140,59,85,166
2017-02-06,168,259,126,128,38,105,143
2017-02-07,187,273,117,101,32,115,139
2017-02-08,192,264,143,153,38,107,129
2017-02-09,177,254,121,126,29,116,116
2017-02-10,167,256,145,134,39,133,151
2017-02-11,184,268,134,148,40,101,154
2017-02-12,154,301,138,155,43,134,145
2017-02-13,187,267,154,138,63,115,144
2017-02-14,177,250,112,124,34,100,128
2017-02-15,196,260,145,146,44,129,137
2017-02-16,177,261,137,148,46,118,144
2017-02-17,196,251,146,134,41,127,157
2017-02-18,181,250,144,133,39,124,139
2017-02-19,177,235,159,166,43,109,176
2017-02-20,196,290,118,150,33,113,118
2017-02-21,162,272,139,123,35,118,153
2017-02-22,181,259,144,122,35,102,110
2017-02-23,187,281,131,101,29,123,113
2017-02-24,198,276,135,126,39,115,132
2017-02-25,194,290,131,118,31,111,137
2017-02-26,185,271,138,153,40,115,134
2017-02-27,170,271,120,128,52,135,120
2017-02-28,198,246,121,96,40,123,128
2017-03-01,179,257,142,145,49,135,123
2017-03-02,195,231,142,109,40,137,155
2017-03-03,182,250,121,137,41,121,153
2017-03-04,184,244,150,134,38,118,150
2017-03-05,168,232,155,122,40,116,162
2017-03-06,200,229,129,117,34,122,142
2017-03-07,212,245,133,145,40,115,149
2017-03-08,181,266,124,134,40,118,127
2017-03-09,190,262,131,123,31,123,154
2017-03-10,188,226,104,131,48,124,126
2017-03-11,155,270,156,132,34,117,168
2017-03-12,163,275,132,138,46,132,135
2017-03-13,211,267,143,111,32,83,121
2017-03-14,166,254,143,128,39,129,133
2017-03-15,173,264,145,126,33,99,135
2017-03-16,163,209,134,121,39,126,137
2017-03-17,203,240,139,105,38,122,107
2017-03-18,181,253,129,138,61,93,165
2017-03-19,192,271,163,154,37,116,139
2017-03-20,183,275,126,138,49,120,142
2017-03-21,188,245,132,118,40,105,150
2017-03-22,211,262,168,122,41,123,113
2017-03-23,185,240,127,118,38,121,137
2017-03-24,189,264,142,124,44,111,156
2017-03-25,174,254,151,145,40,144,135
2017-03-26,167,282,110,144,34,133,139
2017-03-27,206,296,149,128,60,139,143
2017-03-28,216,261,123,135,26,122,140
2017-03-29,194,238,105,144,39,104,128
2017-03-30,190,239,127,128,34,122,139
2017-03-31,195,270,122,137,39,137,134
2017-04-01,184,292,144,139,37,154,160
2017-04-02,203,255,121,133,33,137,150
2017-04-03,205,253,137,133,46,129,134
2017-04-04,190,253,155,143,48,101,143
2017-04-05,189,256,134,116,32,112,144
2017-04-06,203,267,149,134,33,112,140
2017-04-07,184,271,140,110,48,112,134
2017-04-08,194,271,157,157,43,115,138
2017-04-09,196,284,111,121,33,133,139
2017-04-10,165,264,140,113,43,99,142
2017-04-11,171,226,132,113,33,124,124
2017-04-12,173,235,127,106,50,124,145
2017-04-13,185,266,118,131,44,112,154
2017-04-14,181,255,134,156,45,132,153
2017-04-15,212,289,143,155,40,117,148
2017-04-16,184,270,137,139,37,117,126
2017-04-17,183,243,146,124,44,112,150
2017-04-18,173,268,134,131,43,116,128
2017-04-19,189,254,145,134,35,99,138
2017-04-20,192,290,133,109,39,117,128
2017-04-21,185,245,123,116,39,98,151
2017-04-22,201,261,133,131,37,104,133
2017-04-23,182,251,139,146,32,101,143
2017-04-24,204,255,148,113,34,137,133
2017-04-25,207,244,123,122,38,111,144
2017-04-26,184,246,132,137,43,124,128
2017-04-27,196,228,129,105,45,109,128
2017-04-28,185,260,145,110,41,109,144
2017-04-29,178,262,149,113,50,122,135
2017-04-30,193,284,167,128,50,140,163
2017-05-01,209,264,144,127,46,104,123
2017-05-02,182,301,146,170,41,107,133
2017-05-03,167,244,134,110,35,123,121
2017-05-04,184,288,129,121,28,113,140
2017-05-05,161,256,118,146,49,116,143
2017-05-06,198,265,144,135,45,116,135
2017-05-07,189,310,145,132,38,128,122
2017-05-08,178,277,145,134,38,139,126
2017-05-09,196,242,139,124,31,133,111
2017-05-10,193,285,123,118,41,106,143
2017-05-11,183,264,137,123,40,137,139
2017-05-12,168,255,122,126,45,137,139
2017-05-13,174,250,143,126,55,117,134
2017-05-14,193,283,139,106,29,111,126
2017-05-15,166,240,176,93,34,123,142
2017-05-16,166,237,133,102,43,117,131
2017-05-17,161,228,121,113,34,127,131
2017-05-18,178,210,133,100,39,100,137
2017-05-19,177,268,144,144,40,137,135
2017-05-20,176,259,153,132,43,124,159
2017-05-21,176,287,132,131,43,131,142
2017-05-22,185,255,151,138,46,155,145
2017-05-23,185,260,142,127,44,132,124
2017-05-24,193,275,138,120,41,110,128
2017-05-25,223,283,148,148,52,142,134
2017-05-26,207,309,137,128,55,133,145
2017-05-27,183,294,107,140,49,121,157
2017-05-28,198,284,133,150,45,127,163
2017-05-29,193,279,128,135,32,142,133
2017-05-30,177,279,135,127,43,98,146
2017-05-31,171,282,132,102,33,121,127
2017-06-01,182,270,116,149,31,104,137
2017-06-02,184,272,149,139,45,107,126
2017-06-03,204,270,153,142,37,122,116
2017-06-04,177,266,127,131,41,116,144
2017-06-05,185,256,116,112,48,115,143
2017-06-06,157,250,124,112,38,124,121
2017-06-07,189,214,112,133,38,121,110
2017-06-08,176,253,110,117,43,151,161
2017-06-09,181,265,144,116,29,99,127
2017-06-10,167,254,140,116,38,121,149
2017-06-11,154,254,142,128,29,140,120
2017-06-12,182,228,139,131,33,118,131
2017-06-13,181,248,155,115,20,137,131
2017-06-14,181,251,145,124,40,121,127
2017-06-15,165,273,121,116,40,112,124
2017-06-16,182,266,126,132,37,129,133
2017-06-17,165,265,149,128,61,131,143
2017-06-18,195,271,145,135,45,134,143
2017-06-19,204,265,156,116,50,140,163
2017-06-20,190,262,148,150,39,134,144
2017-06-21,212,246,149,167,50,150,156
2017-06-22,172,235,127,138,41,129,133
2017-06-23,189,253,144,126,40,135,144
2017-06-24,179,283,123,149,34,116,149
2017-06-25,189,282,120,101,41,96,133
2017-06-26,194,262,146,129,51,116,124
2017-06-27,190,249,124,124,49,120,132
2017-06-28,176,239,123,111,27,118,131
2017-06-29,181,232,133,132,46,140,138
2017-06-30,176,273,128,132,39,111,140
2017-07-01,177,278,148,121,44,128,140
2017-07-02,171,260,131,135,44,129,145
2017-07-03,173,270,123,155,43,123,155
2017-07-04,172,259,133,144,59,112,137
2017-07-05,156,205,116,106,22,85,123
2017-07-06,196,284,155,110,35,132,166
2017-07-07,184,261,166,116,55,110,124
2017-07-08,183,277,161,137,50,137,148
2017-07-09,194,281,124,137,50,131,129
2017-07-10,160,251,150,133,38,115,151
2017-07-11,142,229,111,93,22,73,121
2017-07-12,173,255,116,134,49,133,139
2017-07-13,163,253,151,106,34,122,142
2017-07-14,182,265,137,127,44,110,127
2017-07-15,181,294,155,126,50,138,131
2017-07-16,195,289,122,132,50,115,109
2017-07-17,179,289,145,138,43,131,115
2017-07-18,190,294,135,133,50,115,123
2017-07-19,177,289,140,143,44,137,128
2017-07-20,201,249,124,127,41,121,122
2017-07-21,209,256,134,128,43,104,154
2017-07-22,179,256,145,138,39,121,146
2017-07-23,199,244,150,138,51,137,148
2017-07-24,173,278,154,139,49,131,159
2017-07-25,200,277,118,137,45,120,133
2017-07-26,174,235,121,96,31,73,92
2017-07-27,167,245,105,131,32,112,156
2017-07-28,173,287,127,122,33,137,142
2017-07-29,192,261,153,132,39,128,131
2017-07-30,211,284,132,155,38,113,145
2017-07-31,182,278,153,132,37,111,127
2017-08-01,183,298,137,129,33,106,142
2017-08-02,181,265,126,146,31,131,138
2017-08-03,190,244,132,146,31,111,131
2017-08-04,172,251,127,134,49,112,131
2017-08-05,157,288,155,150,38,139,146
2017-08-06,198,289,129,138,43,116,126
2017-08-07,200,264,118,104,61,132,129
2017-08-08,181,261,137,126,41,102,126
2017-08-09,167,214,116,92,24,74,87
2017-08-10,187,289,128,140,44,129,122
2017-08-11,182,257,122,100,37,117,144
2017-08-12,200,268,137,156,33,113,149
2017-08-13,178,279,155,135,57,123,129
2017-08-14,198,278,129,121,37,142,148
2017-08-15,171,260,112,138,24,123,133
2017-08-16,172,227,142,115,41,129,135
