date,AB,BC,CV,HD,POW,SB,CTM
2017-08-17,205,250,148,123,46,131,157
2017-08-18,183,271,135,120,29,111,142
2017-08-19,190,272,154,139,41,134,111
2017-08-20,185,250,133,133,49,111,154
2017-08-21,193,268,134,126,46,110,135
2017-08-22,211,248,120,162,51,100,134
2017-08-23,184,262,139,132,38,127,146
2017-08-24,181,226,131,134,40,129,135
2017-08-25,165,243,116,131,41,124,132
2017-08-26,155,256,144,133,35,123,151
2017-08-27,167,276,146,144,48,129,148
2017-08-28,196,331,133,127,39,122,140
2017-08-29,184,293,118,142,52,122,146
2017-08-30,190,248,111,109,38,134,142
2017-08-31,157,253,142,126,29,123,128
2017-09-01,189,271,139,111,50,93,143
2017-09-02,189,275,155,149,32,106,160
2017-09-03,159,250,143,104,39,109,131
2017-09-04,154,244,148,120,52,127,137
2017-09-05,176,265,149,115,40,127,123
2017-09-06,183,264,135,112,26,135,120
2017-09-07,203,226,148,121,39,117,135
2017-09-08,174,250,143,139,38,120,133
2017-09-09,194,278,140,142,31,112,122
2017-09-10,166,304,150,148,43,120,150
2017-09-11,185,255,132,153,49,123,111
2017-09-12,168,239,150,140,43,129,106
2017-09-13,148,223,128,142,46,106,137
2017-09-14,176,255,127,154,50,115,135
2017-09-15,215,292,138,146,38,111,148
2017-09-16,182,239,153,143,37,129,145
2017-09-17,189,290,170,155,38,133,166
2017-09-18,188,285,142,129,44,122,139
2017-09-19,185,276,149,127,38,128,133
2017-09-20,148,185,98,74,34,59,107
2017-09-21,174,249,142,135,46,128,159
2017-09-22,192,228,146,122,70,134,163
2017-09-23,206,272,155,144,45,144,148
2017-09-24,165,309,139,144,52,126,142
2017-09-25,198,251,156,148,39,135,153
2017-09-26,200,249,131,127,48,139,151
2017-09-27,181,182,149,134,43,146,145
2017-09-28,201,264,128,134,55,143,134
2017-09-29,192,307,151,142,66,121,138
2017-09-30,185,277,161,134,50,134,138
2017-10-01,194,290,146,111,29,112,123
2017-10-02,188,249,131,126,46,129,166
2017-10-03,178,233,129,127,33,118,137
2017-10-04,165,242,143,142,37,124,135
2017-10-05,185,272,142,113,43,137,143
2017-10-06,178,242,129,124,37,145,146
2017-10-07,177,256,150,134,37,124,181
2017-10-08,183,289,153,146,41,116,122
2017-10-09,187,283,124,155,38,133,148
2017-10-10,176,246,134,139,35,113,123
2017-10-11,214,285,135,139,29,113,110
2017-10-12,177,277,123,134,59,116,132
2017-10-13,185,251,140,154,41,124,139
2017-10-14,194,295,159,143,41,106,146
2017-10-15,215,284,149,132,52,110,144
2017-10-16,187,271,151,137,54,128,146
2017-10-17,192,264,127,134,48,120,138
2017-10-18,171,265,133,129,41,121,142
2017-10-19,182,276,156,139,48,139,143
2017-10-20,182,243,131,113,37,118,140
2017-10-21,195,281,159,133,40,135,122
2017-10-22,177,264,156,134,41,118,118
2017-10-23,205,262,137,151,59,118,153
2017-10-24,193,273,150,137,56,117,151
2017-10-25,171,268,173,117,52,117,143
2017-10-26,195,295,146,149,48,140,153
2017-10-27,157,267,126,129,37,128,144
2017-10-28,183,281,156,144,41,134,138
2017-10-29,171,275,155,161,43,118,138
2017-10-30,195,248,129,123,40,116,115
2017-10-31,172,265,149,132,41,118,112
2017-11-01,167,257,127,116,37,101,149
2017-11-02,171,235,142,118,27,117,126
2017-11-03,201,265,143,138,49,117,157
2017-11-04,185,301,127,144,50,123,155
2017-11-05,173,278,129,134,40,93,137
2017-11-06,184,293,133,123,44,105,129
2017-11-07,190,237,143,156,39,155,138
2017-11-08,157,242,138,149,55,161,138
2017-11-09,237,239,146,140,54,146,176
2017-11-10,187,183,148,143,52,115,132
2017-11-11,185,202,140,123,37,118,148
2017-11-12,175,203,122,140,38,107,132
2017-11-13,169,287,121,137,53,115,136
2017-11-14,163,244,120,148,46,112,139
2017-11-15,158,277,131,137,49,121,151
2017-11-16,178,280,128,133,50,125,149
2017-11-17,189,258,125,148,39,128,155
2017-11-18,172,239,153,127,42,124,157
2017-11-19,199,265,143,154,62,131,151
2017-11-20,207,280,164,134,47,118,177
2017-11-21,186,258,153,141,44,109,171
2017-11-22,171,287,145,135,49,121,138
2017-11-23,168,269,140,126,52,116,141
2017-11-24,179,280,134,163,37,122,155
2017-11-25,179,261,166,154,45,112,162
2017-11-26,174,288,135,156,39,124,142
2017-11-27,192,265,138,137,56,138,162
2017-11-28,206,283,132,145,69,127,133
2017-11-29,188,283,136,165,34,137,146
2017-11-30,170,246,129,132,60,117,136
2017-12-01,199,291,155,137,48,131,132
2017-12-02,179,270,138,161,50,122,150
2017-12-03,188,253,142,138,39,113,148
2017-12-04,194,260,126,138,50,131,147
2017-12-05,200,262,136,143,60,102,138
2017-12-06,177,284,129,136,55,123,142
2017-12-07,165,275,134,149,47,112,133
2017-12-08,182,266,125,114,51,117,168
2017-12-09,197,265,129,123,39,105,144
2017-12-10,151,267,124,138,61,112,148
2017-12-11,214,280,135,138,41,121,149
2017-12-12,209,271,111,150,51,104,140
2017-12-13,180,286,138,132,51,97,130
2017-12-14,179,296,128,143,55,113,160
2017-12-15,174,264,123,135,64,130,164
2017-12-16,178,263,137,135,47,125,156
2017-12-17,174,270,129,160,54,115,158
2017-12-18,187,290,139,146,62,129,152
2017-12-19,189,277,118,136,47,127,138
2017-12-20,193,274,130,139,54,123,171
2017-12-21,188,281,155,137,44,121,146
2017-12-22,218,268,167,167,55,143,165
2017-12-23,205,299,151,150,54,126,138
2017-12-24,191,279,154,140,49,128,148
2017-12-25,190,290,136,165,45,144,160
2017-12-26,157,325,146,152,58,138,155
2017-12-27,188,305,138,161,49,103,155
2017-12-28,199,277,118,129,63,127,169
2017-12-29,211,311,125,143,36,126,167
2017-12-30,187,287,127,158,48,126,167
2017-12-31,200,273,144,146,46,113,174
2018-01-01,188,274,138,168,59,112,158
2018-01-02,150,274,115,138,46,102,146
2018-01-03,166,227,111,142,58,91,133
2018-01-04,158,249,113,141,35,105,151
2018-01-05,190,289,114,143,52,109,138
2018-01-06,173,265,108,120,44,108,137
2018-01-07,162,250,103,124,40,102,128
2018-01-08,191,266,83,155,51,117,149
2018-01-09,165,262,104,135,51,126,147
2018-01-10,181,248,118,161,47,120,136
2018-01-11,182,250,121,143,54,107,149
2018-01-12,192,263,122,133,40,115,158
2018-01-13,167,256,113,108,42,131,138
2018-01-14,185,281,158,136,55,107,159
2018-01-15,195,255,126,153,55,120,164
2018-01-16,179,252,100,147,53,114,176
2018-01-17,187,270,124,140,46,113,150
2018-01-18,171,265,121,132,53,114,140
2018-01-19,195,286,129,129,47,109,169
2018-01-20,186,247,123,138,59,118,155
2018-01-21,178,267,131,131,38,123,169
2018-01-22,191,306,124,137,57,120,150
2018-01-23,167,284,122,124,46,117,143
2018-01-24,174,270,135,121,47,113,135
2018-01-25,189,278,141,139,43,112,145
2018-01-26,190,264,143,125,41,127,144
2018-01-27,168,258,129,130,46,122,158
2018-01-28,155,272,144,119,45,122,133
2018-01-29,170,266,141,122,55,111,150
2018-01-30,183,243,143,132,40,121,128
2018-01-31,188,243,113,140,39,107,131
2018-02-01,183,232,130,120,38,117,138
2018-02-02,195,247,131,151,37,119,147
2018-02-03,191,260,125,127,50,122,155
2018-02-04,165,254,114,134,44,118,145
2018-02-05,177,300,123,141,47,130,140
2018-02-06,165,263,99,107,38,135,128
2018-02-07,174,290,154,152,40,101,136
2018-02-08,179,290,128,142,57,120,132
2018-02-09,159,285,132,134,46,131,153
2018-02-10,151,279,139,155,42,141,143
2018-02-11,182,286,110,133,44,149,157
2018-02-12,187,280,138,168,38,120,133
2018-02-13,184,225,120,135,53,128,149
2018-02-14,159,259,127,111,50,112,125
2018-02-15,162,239,104,150,52,129,133
2018-02-16,188,265,133,140,52,115,143
2018-02-17,159,275,120,140,48,110,137
2018-02-18,166,256,121,129,49,107,128
2018-02-19,164,244,92,140,56,118,143
2018-02-20,151,253,88,144,54,106,142
2018-02-21,175,237,107,128,40,109,133
2018-02-22,151,252,100,131,42,121,125
2018-02-23,160,266,82,128,47,101,119
2018-02-24,155,227,99,141,42,131,144
2018-02-25,170,255,95,128,44,105,142
2018-02-26,161,244,85,120,48,109,144
2018-02-27,157,235,103,127,39,113,125
2018-02-28,175,261,105,120,45,115,127
2018-03-01,140,264,111,127,50,108,138
2018-03-02,159,261,95,155,48,110,162
2018-03-03,135,266,107,155,42,113,145
2018-03-04,155,257,93,170,45,105,144
2018-03-05,141,274,100,154,57,107,132
2018-03-06,150,216,95,124,33,107,119
2018-03-07,173,241,95,144,45,126,137
2018-03-08,159,228,97,144,42,107,148
2018-03-09,169,229,99,156,47,120,135
2018-03-10,164,261,114,148,43,102,137
2018-03-11,160,244,108,130,39,102,141
2018-03-12,157,251,104,133,42,96,131
2018-03-13,154,238,112,134,36,98,103
2018-03-14,159,257,120,135,43,102,112
2018-03-15,144,248,111,137,47,102,108
2018-03-16,164,228,110,124,56,109,129
2018-03-17,146,242,124,129,36,102,139
2018-03-18,150,241,105,145,32,117,114
2018-03-19,160,264,113,141,45,119,140
2018-03-20,174,254,120,128,44,120,143
2018-03-21,158,241,127,141,43,121,145
2018-03-22,178,257,135,135,40,123,129
2018-03-23,158,254,117,125,45,123,139
2018-03-24,179,249,122,131,48,121,127
2018-03-25,147,214,127,142,46,107,138
2018-03-26,139,270,137,133,47,108,144
2018-03-27,166,251,112,131,47,107,136
2018-03-28,181,231,126,147,37,115,125
2018-03-29,153,250,135,134,37,126,135
2018-03-30,161,275,111,122,31,126,115
2018-03-31,164,277,124,121,44,127,163
2018-04-01,173,268,115,124,44,121,144
2018-04-02,168,299,114,133,56,108,146
2018-04-03,177,251,113,149,55,114,134
2018-04-04,162,250,91,146,36,114,139
2018-04-05,177,267,111,119,55,114,123
2018-04-06,155,235,111,146,58,103,138
2018-04-07,154,233,116,127,39,131,142
2018-04-08,160,242,121,132,60,119,151
2018-04-09,157,292,115,134,62,110,133
2018-04-10,164,234,117,126,34,103,119
2018-04-11,146,258,115,144,44,115,133
2018-04-12,178,241,121,133,40,110,137
2018-04-13,173,266,118,126,43,127,118
2018-04-14,160,273,112,125,41,124,133
2018-04-15,174,252,131,140,55,93,139
2018-04-16,159,269,122,126,56,97,124
2018-04-17,155,237,129,120,33,120,124
2018-04-18,176,264,145,118,44,121,118
2018-04-19,172,276,129,119,54,112,142
2018-04-20,168,261,127,130,40,127,150
2018-04-21,160,270,123,150,52,111,112
2018-04-22,184,223,131,112,48,118,142
2018-04-23,168,228,136,118,43,117,118
2018-04-24,157,239,121,134,49,110,134
2018-04-25,164,257,116,104,38,132,118
2018-04-26,179,269,142,127,45,103,146
2018-04-27,181,237,118,132,45,120,149
2018-04-28,178,263,139,129,43,111,145
2018-04-29,170,245,118,134,54,87,126
2018-04-30,179,239,116,138,59,139,134
2018-05-01,163,222,121,119,49,105,121
2018-05-02,184,251,122,125,51,107,131
2018-05-03,182,236,124,124,41,119,137
2018-05-04,186,244,136,118,43,137,123
2018-05-05,181,254,128,151,49,132,156
2018-05-06,175,277,122,138,60,146,146
2018-05-07,163,285,127,151,41,125,151
2018-05-08,173,249,137,134,45,125,146
2018-05-09,161,242,132,112,49,111,119
2018-05-10,170,251,121,127,46,118,145
2018-05-11,171,276,113,138,47,111,144
2018-05-12,168,287,133,126,50,119,152
2018-05-13,168,264,129,134,57,121,116
2018-05-14,191,276,122,116,48,102,132
2018-05-15,170,253,109,134,43,120,133
2018-05-16,160,249,119,138,54,122,146
2018-05-17,187,237,110,143,49,121,132
2018-05-18,175,256,122,136,48,114,140
2018-05-19,147,295,148,123,52,134,154
2018-05-20,148,258,125,138,41,116,173
2018-05-21,181,275,141,123,41,131,137
2018-05-22,174,280,131,137,38,99,143
2018-05-23,162,267,141,147,48,124,155
2018-05-24,157,267,138,134,48,118,136
2018-05-25,183,265,126,133,48,116,128
2018-05-26,179,277,145,136,46,130,151
2018-05-27,154,275,117,145,48,142,131
2018-05-28,179,296,149,159,46,135,149
2018-05-29,163,290,120,146,41,97,125
2018-05-30,159,267,119,112,48,107,133
2018-05-31,175,266,130,157,43,125,129
2018-06-01,167,275,130,135,46,130,121
2018-06-02,180,246,124,148,47,126,136
2018-06-03,183,278,135,153,42,116,156
2018-06-04,175,271,140,139,51,114,132
2018-06-05,174,246,114,149,54,106,126
2018-06-06,185,258,122,110,50,124,140
2018-06-07,165,241,122,123,48,139,144
2018-06-08,167,261,120,140,41,120,150
2018-06-09,169,272,138,144,52,135,130
2018-06-10,168,259,121,138,40,130,141
2018-06-11,170,273,126,141,55,130,149
2018-06-12,166,246,129,126,49,113,130
2018-06-13,167,248,137,127,50,112,144
2018-06-14,159,287,136,125,41,132,129
2018-06-15,156,243,133,136,47,108,120
2018-06-16,169,249,128,117,55,113,142
2018-06-17,143,271,110,138,45,127,133
2018-06-18,161,255,137,130,43,118,112
2018-06-19,155,256,124,123,46,111,129
2018-06-20,162,263,122,131,44,118,141
2018-06-21,166,238,124,118,49,108,141
2018-06-22,173,248,128,136,35,107,162
2018-06-23,189,273,124,149,47,132,167
2018-06-24,179,271,134,146,52,110,155
2018-06-25,192,282,119,148,31,122,155
2018-06-26,185,265,115,125,60,105,142
2018-06-27,172,295,127,155,39,143,133
2018-06-28,185,281,141,123,40,139,138
2018-06-29,188,287,124,160,53,130,162
2018-06-30,179,296,127,135,57,129,150
2018-07-01,177,280,123,152,40,107,148
2018-07-02,180,271,107,140,44,122,147
2018-07-03,165,276,112,122,48,112,133
2018-07-04,171,275,127,136,40,113,141
2018-07-05,186,273,123,143,50,118,140
2018-07-06,196,254,124,156,54,132,156
2018-07-07,180,278,135,166,54,110,151
2018-07-08,176,290,135,154,47,114,164
2018-07-09,158,287,125,151,57,111,152
2018-07-10,176,257,118,146,49,127,146
2018-07-11,163,278,115,142,42,103,159
2018-07-12,165,275,132,134,47,127,143
2018-07-13,188,249,113,121,42,139,129
2018-07-14,181,278,126,138,43,121,143
2018-07-15,180,264,132,138,63,111,148
2018-07-16,163,265,155,121,46,120,123
2018-07-17,185,244,118,125,48,102,145
2018-07-18,158,258,129,131,55,133,127
2018-07-19,178,284,136,125,39,146,124
2018-07-20,185,258,142,133,34,119,120
2018-07-21,186,276,158,141,46,117,138
2018-07-22,173,273,150,130,40,115,146
2018-07-23,182,256,137,136,57,118,122
2018-07-24,170,249,122,119,41,111,134
2018-07-25,157,271,140,119,40,111,158
2018-07-26,178,288,125,139,64,123,145
2018-07-27,169,298,132,144,44,118,144
2018-07-28,158,249,116,123,53,121,120
2018-07-29,157,269,121,135,49,117,118
2018-07-30,200,263,129,140,47,108,130
2018-07-31,154,263,143,132,43,111,140
2018-08-01,167,252,143,134,45,119,122
2018-08-02,169,270,126,136,49,101,146
2018-08-03,176,292,131,155,45,110,136
2018-08-04,175,273,140,141,48,117,145
2018-08-05,180,271,133,106,57,111,133
2018-08-06,161,262,107,129,40,116,131
2018-08-07,171,261,128,126,50,111,130
2018-08-08,162,243,126,133,61,106,153
2018-08-09,149,260,122,122,47,120,144
2018-08-10,174,228,119,132,46,110,148
2018-08-11,156,238,125,148,53,129,140
2018-08-12,156,238,125,144,47,125,135
2018-08-13,185,239,125,158,46,127,136
2018-08-14,158,260,134,144,52,108,138
2018-08-15,179,265,117,118,47,105,132
2018-08-16,161,249,128,125,49,126,138
2018-08-17,137,246,126,155,49,111,107
2018-08-18,161,264,122,166,45,107,130
2018-08-19,166,283,126,128,40,119,136
2018-08-20,174,271,119,129,52,121,129
2018-08-21,152,264,109,136,50,105,129
2018-08-22,169,259,130,127,58,122,128
2018-08-23,181,245,115,143,36,115,123
2018-08-24,171,273,117,141,43,125,126
2018-08-25,131,282,130,153,47,127,137
2018-08-26,163,259,134,132,45,115,149
2018-08-27,166,234,123,148,47,103,123
2018-08-28,160,270,115,135,56,112,126
2018-08-29,160,256,119,116,45,117,130
2018-08-30,173,254,118,128,46,130,121
2018-08-31,157,256,116,138,45,124,126
2018-09-01,174,253,123,143,53,135,145
2018-09-02,159,260,140,129,49,121,156
2018-09-03,154,269,114,130,41,100,154
2018-09-04,160,261,97,145,51,96,128
2018-09-05,144,267,116,130,39,103,131
2018-09-06,148,250,127,124,43,112,130
2018-09-07,155,228,129,119,37,116,136
2018-09-08,153,238,115,135,33,109,137
2018-09-09,153,250,129,139,43,124,138
2018-09-10,168,277,98,145,49,103,144
2018-09-11,177,259,114,137,52,114,131
2018-09-12,157,261,122,143,51,105,144
2018-09-13,160,277,132,107,47,133,142
2018-09-14,173,276,126,119,40,113,141
2018-09-15,161,255,132,133,37,98,135
2018-09-16,155,280,109,153,45,106,150
2018-09-17,175,273,123,142,58,112,151
2018-09-18,155,257,121,138,39,115,154
2018-09-19,161,236,114,131,41,107,132
2018-09-20,164,228,133,115,43,124,122
2018-09-21,164,251,125,133,41,117,131
2018-09-22,179,269,118,134,47,116,126
2018-09-23,136,278,126,127,38,122,127
2018-09-24,162,262,133,133,47,129,125
2018-09-25,159,270,132,134,42,106,140
2018-09-26,170,250,100,144,49,124,125
2018-09-27,175,273,142,123,49,111,130
2018-09-28,165,291,135,127,45,124,152
2018-09-29,173,252,131,137,46,133,133
2018-09-30,158,274,138,128,39,111,123
2018-10-01,167,254,124,140,58,101,138
2018-10-02,175,249,127,151,54,128,130
2018-10-03,172,260,130,132,54,104,137
2018-10-04,185,255,133,155,44,118,131
2018-10-05,170,255,137,134,49,119,149
2018-10-06,161,275,118,141,38,114,128
2018-10-07,168,251,121,127,43,124,124
2018-10-08,176,278,120,136,57,124,142
2018-10-09,209,284,138,137,50,82,138
2018-10-10,168,268,123,139,40,120,150
2018-10-11,152,268,128,133,58,102,132
2018-10-12,170,266,127,140,42,105,133
2018-10-13,190,277,137,122,57,116,136
2018-10-14,164,288,112,153,47,106,132
2018-10-15,199,264,128,109,55,107,142
2018-10-16,175,259,125,132,38,115,129
2018-10-17,189,268,136,139,48,116,136
2018-10-18,163,280,119,117,49,123,152
2018-10-19,179,232,140,142,50,134,133
2018-10-20,182,278,128,127,57,135,129
2018-10-21,153,251,103,124,54,123,142
2018-10-22,171,247,120,124,46,108,144
2018-10-23,153,269,120,126,41,122,143
2018-10-24,161,265,125,103,40,109,137
2018-10-25,165,232,111,145,43,122,148
2018-10-26,150,262,130,127,58,115,139
2018-10-27,157,246,144,153,34,112,147
2018-10-28,183,285,130,136,51,98,155
2018-10-29,165,243,110,137,48,128,128
2018-10-30,156,261,124,148,44,114,151
2018-10-31,186,255,111,138,47,106,142
2018-11-01,181,241,109,133,53,137,124
2018-11-02,189,275,112,127,50,118,151
2018-11-03,177,259,148,107,42,116,158
2018-11-04,179,285,160,154,38,116,134
2018-11-05,198,288,125,123,43,115,144
2018-11-06,185,258,125,144,47,119,141
2018-11-07,190,285,141,131,33,123,147
2018-11-08,171,262,134,136,48,127,137
2018-11-09,182,282,129,130,39,119,152
2018-11-10,166,245,135,149,46,136,133
2018-11-11,182,278,130,139,59,132,154
2018-11-12,174,295,129,161,50,125,145
2018-11-13,166,267,113,123,51,117,133
2018-11-14,163,249,127,132,48,126,132
2018-11-15,184,240,133,129,47,120,141
2018-11-16,186,275,138,142,55,136,163
2018-11-17,184,278,157,127,39,129,150
2018-11-18,156,278,134,139,55,123,132
2018-11-19,157,227,119,121,45,106,132
2018-11-20,160,262,115,122,46,119,149
2018-11-21,177,258,124,133,53,113,139
2018-11-22,172,236,125,134,53,138,146
2018-11-23,169,269,132,129,38,118,157
2018-11-24,178,269,129,131,50,125,153
2018-11-25,178,288,116,152,56,104,133
2018-11-26,170,264,117,137,49,113,141
2018-11-27,165,247,134,138,55,100,145
2018-11-28,163,257,134,144,43,129,150
2018-11-29,185,274,129,157,47,116,136
2018-11-30,176,293,113,141,51,125,150
2018-12-01,162,275,133,155,49,124,144
2018-12-02,167,267,115,134,42,105,132
2018-12-03,182,286,136,139,44,121,125
2018-12-04,160,265,126,140,48,122,128
2018-12-05,175,267,105,149,53,108,132
2018-12-06,181,256,123,146,40,115,154
2018-12-07,184,252,129,144,51,133,108
2018-12-08,144,289,131,138,51,119,132
2018-12-09,163,304,120,133,51,127,144
2018-12-10,174,278,136,143,31,103,147
2018-12-11,162,269,127,145,49,114,126
2018-12-12,172,245,116,134,52,92,132
2018-12-13,170,243,112,116,43,111,139
2018-12-14,180,264,130,130,53,121,128
2018-12-15,174,261,152,124,57,127,147
2018-12-16,180,292,144,144,43,125,145
2018-12-17,175,284,126,166,44,120,148
2018-12-18,172,302,107,121,56,134,137
2018-12-19,188,279,123,138,58,126,133
2018-12-20,180,280,133,144,58,122,127
2018-12-21,188,287,139,127,58,118,135
2018-12-22,199,275,154,165,66,135,159
2018-12-23,189,290,142,135,68,128,160
2018-12-24,174,261,123,116,54,123,157
2018-12-25,174,247,122,126,49,128,134
2018-12-26,194,298,128,181,66,138,169
2018-12-27,204,295,144,160,48,130,159
2018-12-28,214,281,127,161,41,134,148
2018-12-29,198,287,121,168,52,124,167
2018-12-30,167,282,132,129,49,130,134
2018-12-31,202,298,147,149,43,109,146
2019-01-01,204,321,143,171,66,123,167
2019-01-02,197,279,126,169,50,96,161
2019-01-03,193,262,108,157,39,98,126
2019-01-04,193,283,110,131,60,109,146
2019-01-05,168,263,137,138,48,142,143
2019-01-06,192,288,124,161,50,118,145
2019-01-07,174,293,123,140,52,97,138
2019-01-08,167,258,110,128,62,104,136
2019-01-09,168,263,109,131,50,104,115
2019-01-10,162,257,130,151,58,110,134
2019-01-11,169,271,124,138,40,109,156
2019-01-12,181,271,123,135,45,117,150
2019-01-13,175,265,124,117,64,93,142
2019-01-14,165,300,121,137,57,112,133
2019-01-15,168,266,122,134,43,106,135
2019-01-16,160,253,118,128,45,124,133
2019-01-17,179,286,121,135,51,120,128
2019-01-18,190,249,117,131,49,107,118
2019-01-19,189,288,109,150,47,96,144
2019-01-20,192,289,113,132,44,90,135
2019-01-21,211,253,117,129,54,98,118
2019-01-22,180,269,119,124,48,108,109
2019-01-23,181,275,106,146,43,112,127
2019-01-24,152,272,136,117,52,113,130
2019-01-25,188,286,113,129,55,122,137
2019-01-26,168,303,125,119,50,117,137
2019-01-27,174,268,129,124,45,107,147
2019-01-28,186,305,119,139,59,104,144
2019-01-29,182,255,139,109,51,121,118
2019-01-30,165,269,108,161,52,110,149
2019-01-31,176,268,122,143,38,114,96
2019-02-01,182,239,119,116,48,121,142
2019-02-02,166,267,136,153,59,145,159
2019-02-03,176,276,132,130,48,119,143
2019-02-04,183,303,117,124,47,113,134
2019-02-05,158,272,104,141,46,113,149
2019-02-06,172,276,112,137,53,112,145
2019-02-07,181,252,120,144,52,113,149
2019-02-08,180,299,132,132,45,133,118
2019-02-09,182,255,107,156,56,115,155
2019-02-10,164,289,121,150,59,108,130
2019-02-11,178,273,113,150,42,110,132
2019-02-12,164,284,117,141,56,105,124
2019-02-13,153,271,120,138,49,117,137
2019-02-14,161,263,113,130,45,131,146
2019-02-15,168,272,113,143,41,146,138
2019-02-16,160,274,127,135,53,122,128
2019-02-17,172,286,112,131,52,131,136
2019-02-18,178,269,129,143,41,110,149
2019-02-19,166,268,127,116,54,122,121
2019-02-20,192,279,130,147,42,124,125
2019-02-21,159,283,117,135,41,139,134
2019-02-22,170,248,112,120,44,125,136
2019-02-23,166,245,127,127,45,125,145
2019-02-24,171,278,105,145,48,131,139
2019-02-25,162,289,113,142,59,119,139
2019-02-26,166,245,129,136,51,108,122
2019-02-27,169,240,111,127,43,101,118
2019-02-28,194,269,105,134,47,125,122
2019-03-01,171,280,111,140,53,120,146
2019-03-02,174,261,124,142,50,124,138
2019-03-03,162,273,139,135,49,125,125
2019-03-04,177,313,102,135,52,116,129
2019-03-05,180,267,145,126,48,104,134
2019-03-06,166,279,125,156,53,96,141
2019-03-07,165,294,129,138,40,114,111
2019-03-08,188,259,119,130,47,114,147
2019-03-09,161,260,112,141,41,135,115
2019-03-10,146,274,138,129,38,106,163
2019-03-11,194,293,112,136,41,109,148
2019-03-12,156,278,119,139,48,102,128
2019-03-13,162,218,111,127,40,129,112
2019-03-14,160,259,123,139,50,115,134
2019-03-15,169,271,141,161,54,116,145
2019-03-16,177,272,130,127,39,118,130
2019-03-17,164,266,138,127,53,81,137
2019-03-18,174,258,117,132,40,111,132
2019-03-19,171,251,128,123,55,80,128
2019-03-20,185,282,115,156,44,99,111
2019-03-21,194,269,148,125,39,90,125
2019-03-22,157,270,138,139,48,108,146
2019-03-23,169,244,160,138,49,97,151
2019-03-24,171,282,154,140,47,114,150
2019-03-25,190,274,131,141,44,108,135
2019-03-26,178,258,124,155,55,116,131
2019-03-27,170,245,138,129,40,115,125
2019-03-28,175,246,126,128,46,117,136
2019-03-29,191,293,123,134,55,136,120
2019-03-30,178,257,137,139,51,118,128
2019-03-31,159,240,124,130,49,99,131
2019-04-01,197,284,140,165,62,118,141
2019-04-02,177,265,130,143,38,108,146
2019-04-03,174,262,125,146,53,119,138
2019-04-04,184,257,129,160,47,108,140
2019-04-05,189,287,128,146,49,118,120
2019-04-06,138,276,151,134,56,128,146
2019-04-07,169,267,126,159,44,98,141
2019-04-08,183,293,127,148,56,109,131
2019-04-09,144,283,123,139,36,99,144
2019-04-10,162,258,137,125,49,111,125
2019-04-11,176,289,145,135,63,97,158
2019-04-12,169,273,125,137,52,129,133
2019-04-13,171,267,135,137,46,118,153
2019-04-14,180,289,135,152,46,115,129
2019-04-15,189,294,129,141,50,114,132
2019-04-16,187,251,124,135,45,96,138
2019-04-17,189,297,107,162,52,92,124
2019-04-18,164,315,131,144,51,104,133
2019-04-19,224,315,144,138,57,125,166
2019-04-20,182,300,127,145,56,104,146
2019-04-21,185,314,136,135,51,87,141
2019-04-22,183,304,125,155,63,99,146
2019-04-23,176,300,129,119,49,65,128
2019-04-24,179,268,106,116,42,104,120
2019-04-25,160,265,124,128,54,100,145
2019-04-26,171,263,125,130,49,101,141
2019-04-27,179,267,125,157,41,119,129
2019-04-28,173,268,103,127,50,119,146
2019-04-29,180,285,123,142,49,95,134
2019-04-30,171,272,121,133,48,91,124
2019-05-01,170,295,125,116,51,120,138
2019-05-02,178,276,121,146,53,103,157
2019-05-03,189,269,104,126,57,103,152
2019-05-04,167,279,131,125,54,98,141
2019-05-05,192,270,142,153,57,113,135
2019-05-06,155,289,113,135,51,103,146
2019-05-07,178,280,119,134,52,102,145
2019-05-08,172,259,128,138,37,101,96
2019-05-09,170,292,140,121,49,101,128
2019-05-10,158,300,117,137,56,110,126
2019-05-11,176,294,121,148,54,126,135
2019-05-12,172,297,128,136,48,96,127
2019-05-13,192,274,122,152,56,110,147
2019-05-14,161,307,124,123,32,111,112
2019-05-15,185,272,118,139,53,128,132
2019-05-16,168,298,135,129,44,118,138
2019-05-17,164,299,114,140,39,105,134
2019-05-18,169,298,131,152,37,121,148
2019-05-19,164,290,132,131,45,112,141
2019-05-20,166,282,121,129,44,85,147
2019-05-21,150,265,124,131,53,90,136
2019-05-22,178,289,130,122,43,118,123
2019-05-23,168,283,132,156,49,120,136
2019-05-24,197,272,123,132,50,121,116
2019-05-25,166,285,128,125,51,123,140
2019-05-26,201,263,125,132,58,117,137
2019-05-27,181,258,123,148,50,116,131
2019-05-28,180,262,121,138,38,104,117
2019-05-29,183,266,104,132,42,100,126
2019-05-30,196,264,117,141,47,113,121
2019-05-31,171,280,136,125,59,123,148
2019-06-01,177,309,132,146,52,98,140
2019-06-02,145,260,126,141,50,98,119
2019-06-03,181,275,104,122,50,102,140
2019-06-04,152,288,116,117,48,110,125
2019-06-05,177,249,125,140,33,108,125
2019-06-06,172,296,107,117,61,123,115
2019-06-07,168,253,116,138,55,109,147
2019-06-08,175,262,134,131,48,112,135
2019-06-09,165,245,126,139,49,95,137
2019-06-10,170,242,129,124,43,95,151
2019-06-11,175,235,122,138,41,104,117
2019-06-12,168,267,118,134,44,105,131
