date,AB,BC,CTM,CV,HD,POW,SB
2021-04-11,232,319,138,190,135,56,146
2021-04-12,258,294,161,164,162,56,174
2021-04-13,278,325,180,161,170,59,156
2021-04-14,226,312,151,185,154,56,134
2021-04-15,225,338,149,165,158,59,131
2021-04-16,233,324,142,178,151,64,142
2021-04-17,217,280,158,171,147,50,133
2021-04-18,229,305,164,181,148,50,161
2021-04-19,226,301,176,184,151,55,141
2021-04-20,216,331,163,176,128,63,146
2021-04-21,261,315,155,158,141,60,164
2021-04-22,207,330,133,179,127,60,161
2021-04-23,226,315,156,200,150,52,164
2021-04-24,220,313,192,223,161,46,138
2021-04-25,236,323,172,179,164,55,158
2021-04-26,237,373,188,223,164,56,164
2021-04-27,263,306,184,178,157,61,159
2021-04-28,232,329,168,171,163,59,174
2021-04-29,235,336,145,169,161,59,169
2021-04-30,224,380,165,200,139,53,156
2021-05-01,253,343,184,187,144,50,156
2021-05-02,237,379,185,168,175,66,123
2021-05-03,236,315,157,167,134,48,160
2021-05-04,248,339,179,185,154,51,153
2021-05-05,233,317,172,181,161,65,159
2021-05-06,240,319,158,185,170,68,162
2021-05-07,255,342,195,205,189,62,174
2021-05-08,233,323,176,158,142,54,120
2021-05-09,251,343,154,161,183,66,153
2021-05-10,244,384,189,193,178,66,167
2021-05-11,286,330,183,186,145,63,156
2021-05-12,244,291,186,200,156,56,144
2021-05-13,261,323,153,173,171,49,152
2021-05-14,219,332,167,198,173,60,165
2021-05-15,244,324,170,205,165,64,195
2021-05-16,237,324,149,157,147,51,177
2021-05-17,230,326,148,203,160,57,183
2021-05-18,222,320,172,170,145,53,174
2021-05-19,254,308,159,173,159,39,146
2021-05-20,217,297,162,195,150,57,161
2021-05-21,234,303,173,173,146,43,163
2021-05-22,234,348,166,162,151,51,189
2021-05-23,227,307,189,175,180,54,166
2021-05-24,221,309,148,187,153,58,171
2021-05-25,225,309,158,196,171,63,163
2021-05-26,215,316,181,163,190,46,137
2021-05-27,263,350,153,189,182,68,182
2021-05-28,241,333,169,176,159,63,169
2021-05-29,212,379,191,198,178,65,167
2021-05-30,279,407,193,184,187,71,197
2021-05-31,290,422,186,194,189,76,182
2021-06-01,269,408,176,239,202,65,158
2021-06-02,239,379,163,191,162,54,153
2021-06-03,242,389,190,217,147,49,155
2021-06-04,219,363,143,187,179,44,153
2021-06-05,256,359,149,195,140,62,166
2021-06-06,237,337,201,198,165,48,161
2021-06-07,229,334,162,209,153,62,165
2021-06-08,264,309,162,188,173,53,163
2021-06-09,237,323,183,176,151,61,141
2021-06-10,220,332,136,231,164,53,142
2021-06-11,239,323,168,190,156,50,149
2021-06-12,249,348,218,192,188,59,169
2021-06-13,294,387,182,204,176,68,140
2021-06-14,242,331,183,209,208,57,174
2021-06-15,277,355,175,185,183,52,160
2021-06-16,255,337,190,193,143,53,180
2021-06-17,258,319,177,215,181,59,174
2021-06-18,255,322,181,232,176,55,179
2021-06-19,232,333,161,187,194,57,188
2021-06-20,237,314,149,173,182,57,151
2021-06-21,266,335,194,190,172,64,182
2021-06-22,220,352,144,168,152,53,166
2021-06-23,260,332,164,207,157,59,165
2021-06-24,218,365,160,196,165,68,154
2021-06-25,223,339,162,215,160,53,159
2021-06-26,273,370,174,177,178,62,161
2021-06-27,268,354,178,179,178,51,181
2021-06-28,245,374,190,202,171,77,180
2021-06-29,252,336,164,217,190,70,158
2021-06-30,256,370,185,231,171,82,174
2021-07-01,268,372,177,199,181,66,168
2021-07-02,235,346,192,197,161,72,160
2021-07-03,276,374,153,165,157,75,157
2021-07-04,280,342,181,178,174,55,149
2021-07-05,259,375,189,215,182,51,164
2021-07-06,214,319,155,199,162,57,177
2021-07-07,248,347,162,180,160,65,174
2021-07-08,261,352,183,216,178,50,193
2021-07-09,249,365,172,209,175,62,170
2021-07-10,218,330,195,187,164,70,188
2021-07-11,222,348,186,192,158,52,147
2021-07-12,249,367,191,196,183,86,159
2021-07-13,214,339,146,200,160,66,160
2021-07-14,233,397,182,205,175,67,183
2021-07-15,243,329,179,210,165,35,199
2021-07-16,259,377,177,220,172,61,170
2021-07-17,291,429,180,205,166,66,169
2021-07-18,313,399,191,226,186,62,194
2021-07-19,303,440,191,235,215,55,172
2021-07-20,298,400,180,246,197,72,191
2021-07-21,273,339,185,226,181,59,150
2021-07-22,235,401,194,220,174,62,171
2021-07-23,263,410,177,204,183,72,142
2021-07-24,255,407,182,207,188,67,174
2021-07-25,256,428,165,188,172,69,176
2021-07-26,265,395,173,196,160,56,163
2021-07-27,241,367,163,169,162,43,149
2021-07-28,257,333,150,202,147,48,131
2021-07-29,211,374,140,183,133,52,128
2021-07-30,228,343,133,208,166,50,141
2021-07-31,215,338,164,186,148,77,142
2021-08-01,234,346,155,166,158,54,209
2021-08-02,231,343,145,176,162,76,162
2021-08-03,230,367,159,156,157,55,161
2021-08-04,245,330,150,178,191,68,139
2021-08-05,227,315,146,149,171,63,140
2021-08-06,199,318,145,170,160,68,143
2021-08-07,223,327,173,205,159,68,146
2021-08-08,223,345,167,194,166,55,151
2021-08-09,222,348,165,198,167,74,178
2021-08-10,202,342,157,186,172,57,152
2021-08-11,212,305,165,203,135,57,143
2021-08-12,231,311,159,207,154,55,153
2021-08-13,234,371,154,209,174,56,172
2021-08-14,219,306,170,213,167,48,176
2021-08-15,229,370,173,185,159,76,139
2021-08-16,210,344,170,187,147,63,147
2021-08-17,226,331,177,190,172,58,162
2021-08-18,234,370,179,180,209,56,147
2021-08-19,225,335,154,215,161,45,151
2021-08-20,250,357,161,186,171,51,180
2021-08-21,232,367,169,201,171,49,170
2021-08-22,215,351,180,199,167,71,172
2021-08-23,240,360,168,181,174,55,173
2021-08-24,241,326,176,206,173,46,192
2021-08-25,233,316,158,188,194,69,169
2021-08-26,235,369,172,227,177,63,173
2021-08-27,229,337,178,190,177,76,207
2021-08-28,252,349,171,213,162,56,172
2021-08-29,247,384,213,225,176,61,185
2021-08-30,254,340,160,135,175,46,199
2021-08-31,223,359,177,181,170,51,200
2021-09-01,211,336,210,163,169,43,171
2021-09-02,248,337,174,194,173,53,190
2021-09-03,243,357,171,193,190,50,163
2021-09-04,293,323,188,216,180,64,218
2021-09-05,326,351,228,245,182,84,202
2021-09-06,292,376,186,207,200,88,187
2021-09-07,295,398,199,211,168,79,193
2021-09-08,330,349,200,186,201,74,175
2021-09-09,263,401,211,215,154,63,144
2021-09-10,287,364,233,165,180,59,189
2021-09-11,296,364,172,232,188,66,149
2021-09-12,284,333,188,228,164,57,196
2021-09-13,279,330,168,203,181,61,174
2021-09-14,238,365,173,184,151,66,155
2021-09-15,240,364,189,188,173,74,165
2021-09-16,271,325,149,199,155,69,174
2021-09-17,223,331,179,193,181,59,180
2021-09-18,257,358,171,199,164,64,192
2021-09-19,260,355,202,230,179,48,163
2021-09-20,238,367,181,202,173,68,209
2021-09-21,248,333,198,190,171,51,180
2021-09-22,228,307,177,204,169,45,165
2021-09-23,234,318,153,181,151,63,175
2021-09-24,244,333,186,206,146,58,169
2021-09-25,249,408,189,215,186,72,187
2021-09-26,254,345,173,181,181,66,181
2021-09-27,214,354,165,154,155,44,157
2021-09-28,221,295,166,175,164,52,143
2021-09-29,220,309,171,157,147,60,137
2021-09-30,266,360,194,177,144,73,156
2021-10-01,293,348,212,211,165,42,181
2021-10-02,285,336,184,225,162,51,187
2021-10-03,266,335,221,212,172,75,180
2021-10-04,294,350,190,183,169,44,194
2021-10-05,230,350,181,179,140,56,165
2021-10-06,244,368,187,188,153,56,173
2021-10-07,229,361,200,174,159,48,190
2021-10-08,214,347,188,215,171,63,191
2021-10-09,298,371,220,219,188,43,212
2021-10-10,280,316,223,188,221,58,203
2021-10-11,265,326,203,193,190,62,201
2021-10-12,226,328,188,221,165,64,165
2021-10-13,242,308,152,211,156,52,164
2021-10-14,213,307,178,194,171,71,194
2021-10-15,241,333,184,208,143,51,170
2021-10-16,288,346,189,219,176,58,176
2021-10-17,310,329,174,207,160,71,178
2021-10-18,236,367,184,175,196,53,193
2021-10-19,273,311,172,190,142,68,186
2021-10-20,212,338,171,183,170,70,146
2021-10-21,243,314,151,202,146,63,146
2021-10-22,294,329,184,186,187,76,174
2021-10-23,245,361,184,202,186,65,161
2021-10-24,272,357,194,191,201,67,178
2021-10-25,257,327,201,166,133,46,157
2021-10-26,208,335,187,181,152,57,166
2021-10-27,238,299,151,189,166,41,185
2021-10-28,249,338,136,206,171,56,166
2021-10-29,205,333,174,181,175,58,147
2021-10-30,271,356,195,202,177,42,162
2021-10-31,255,384,221,191,190,62,160
2021-11-01,250,303,195,198,145,50,173
2021-11-02,231,287,161,175,128,63,152
2021-11-03,214,319,166,146,178,61,133
2021-11-04,221,341,165,180,171,44,148
2021-11-05,242,303,169,181,166,57,148
2021-11-06,236,335,165,183,203,66,174
2021-11-07,249,300,180,164,191,51,164
2021-11-08,228,342,171,176,149,60,157
2021-11-09,236,308,155,201,152,61,130
2021-11-10,237,294,191,181,164,62,170
2021-11-11,213,286,162,186,161,69,135
2021-11-12,256,329,159,162,156,52,156
2021-11-13,230,333,168,176,146,67,181
2021-11-14,207,346,171,202,177,58,151
2021-11-15,220,324,163,198,157,58,147
2021-11-16,209,343,150,177,149,56,161
2021-11-17,207,339,157,190,151,54,138
2021-11-18,225,315,148,187,153,39,143
2021-11-19,224,341,159,162,130,45,158
2021-11-20,260,325,157,210,147,71,147
2021-11-21,250,337,191,169,152,78,153
2021-11-22,203,323,168,166,168,53,133
2021-11-23,228,282,141,139,148,37,155
2021-11-24,221,326,152,173,140,68,122
2021-11-25,206,314,161,161,158,47,150
2021-11-26,214,310,172,181,140,57,129
2021-11-27,249,355,148,188,156,65,139
2021-11-28,250,351,176,215,166,59,162
2021-11-29,251,333,155,204,158,60,134
2021-11-30,230,314,196,166,152,50,150
2021-12-01,201,332,159,183,157,49,144
2021-12-02,191,326,163,173,140,44,140
2021-12-03,222,346,157,189,168,50,183
2021-12-04,227,336,166,219,150,35,168
2021-12-05,237,346,171,214,153,54,142
2021-12-06,245,346,174,166,160,56,137
2021-12-07,245,356,168,183,171,65,138
2021-12-08,229,297,160,198,144,66,136
2021-12-09,227,332,154,210,161,49,160
2021-12-10,232,313,185,194,167,56,165
2021-12-11,236,302,180,200,148,58,171
2021-12-12,254,360,167,176,153,60,169
2021-12-13,252,320,158,175,209,63,157
2021-12-14,209,325,174,179,166,67,162
2021-12-15,183,273,157,159,153,45,155
2021-12-16,196,310,155,169,162,59,139
2021-12-17,231,314,162,168,119,53,139
2021-12-18,186,327,177,164,173,68,145
2021-12-19,203,301,139,137,155,65,169
2021-12-20,219,286,139,170,150,48,127
2021-12-21,219,288,155,158,149,51,120
2021-12-22,189,276,143,159,151,43,126
2021-12-23,247,306,149,183,155,52,167
2021-12-24,232,315,141,158,148,51,140
2021-12-25,206,308,178,186,174,50,129
2021-12-26,247,375,168,191,170,58,163
2021-12-27,289,380,181,208,186,77,174
2021-12-28,274,346,186,160,165,66,168
2021-12-29,253,343,196,199,150,70,162
2021-12-30,215,320,182,189,144,52,150
2021-12-31,205,342,186,179,172,61,140
2022-01-01,280,415,178,240,189,64,196
2022-01-02,251,304,135,178,179,55,165
2022-01-03,255,328,163,189,175,68,165
2022-01-04,241,343,174,171,163,38,137
2022-01-05,196,315,151,148,146,41,131
2022-01-06,199,273,141,140,146,44,139
2022-01-07,204,281,163,150,121,50,133
2022-01-08,231,324,174,156,158,58,147
2022-01-09,234,301,159,135,145,40,136
2022-01-10,188,327,152,161,160,63,162
2022-01-11,221,262,128,164,137,60,144
2022-01-12,199,268,144,146,129,42,122
2022-01-13,218,268,142,165,131,47,133
2022-01-14,198,297,142,143,122,31,117
2022-01-15,186,296,179,166,141,43,159
2022-01-16,240,277,164,158,150,51,133
2022-01-17,209,301,151,158,144,44,139
2022-01-18,196,271,132,164,138,53,120
2022-01-19,210,288,119,170,137,52,128
